report_id,description,nature,event,sif_label,label_source
OSHA-2016010718,"While taking measurements in the heat treatment furnace, an employee stepped onto a non-load bearing support and fell into a vat of 220-degree quench oil. The employee suffered second and third degree burns.",Third or fourth degree heat (thermal) burns,"Fall through surface or existing opening, unspecified",YES,weak
OSHA-2023031964,An employee was using an air gun to blow cotton out of a textile machine when the machine pulled the employee's shirt and left arm into the machine gears and roller. The employee's left little finger was amputated and they sustained a severe injury to the right forearm.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2020098841,"An employee fell from a trailer while it was in motion. The employee sustained fractured ribs, a possible dislocated shoulder, an ankle injury, and required stitches on the forehead.",Fractures and dislocations,"Fall or jump from vehicle in normal operation, nonroadway",YES,weak
OSHA-20181212851,An employee was climbing down from a truck after replacing a light and fell to the floor. The employee sustained a fractured wrist.,Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-20161110915,An employee was operating a high-reach forklift to move product when the employee's left thumb was caught and partially amputated between a section of racking and the forklift's support beam.,Amputations,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,YES,weak
OSHA-2021043436,"An employee was standing at the edge of the furnace pit and was going to push out the lining on the furnace. The employee fell approximately 20 feet into the furnace tank and sustained broken vertebrae, two broken ribs, and a brain bleed. The employee was not wearing fall protection at the time of the fall.","Fractures and other injuries, n.e.c.",Other fall to lower level 16 to 20 feet,YES,weak
OSHA-2016099158,"An employee was operating an aerial lift to torque the bolts on a connection point of the steel girder to a bridge. His head was pinched between the aerial lift control panel cover and the bottom of the steel girder above him. He suffered a laceration to his right ear and a skull fracture, requiring hospitalization.",Fractures,Compressed or pinched by shifting objects or equipment,YES,weak
OSHA-2020099016,"On September 22, 2020, an employee was assisting an excavator operator. As the employee approached the excavator to unstrap a pull barn pole, the employee was struck by the pole and fell to the ground. The employee sustained a head injury.","Intracranial injuries, unspecified",Struck by swinging part of powered vehicle,YES,weak
OSHA-2023065319,"An employee brought two scissor lifts to a new construction warehouse, and was documenting the completion of delivery by taking pictures. The employee walked backward to get a wider angle and stepped off the loading dock, falling about 46 inches to the concrete ground outside the loading dock. The employee's right elbow was fractured.",Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-2015052576,An employee working in the storage yard was using an extension ladder while stacking the fourth concrete panel. He fell 15 to 20 feet to the ground and fractured his right femur in two places.,Fractures,Other fall to lower level 16 to 20 feet,YES,weak
OSHA-2017065652,"An employee was performing maintenance work on a wood packaging line to fix a portion of plastic that was stuck when his left middle finger was pinched between the machine basket and a metal bar frame, amputating it above the first knuckle.",Amputations,"Caught in or compressed by equipment or objects, unspecified",YES,weak
OSHA-2018032525,An employee suffered a right thumb amputation while changing the belt on a pulley that drives a conveyor auger.,Amputations,"Caught in or compressed by equipment or objects, unspecified",YES,weak
OSHA-2018066184,"An employee was feeding steel into a punch press and removing the product. The press picked up two sheets of steel instead of one. The employee attempted to separate the steel to prevent a jam, and the machine table struck the employee while they were placing product on a pallet. The employee sustained a hairline fracture to the hip.",Fractures,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2017021784,An employee slipped on a wet floor while she was mopping it and fell breaking her right wrist.,Fractures,Fall on same level due to slipping,NO,weak
OSHA-2019044372,A cowboy was bucked off a horse and broke their left tibia and fibula. The cowboy was hospitalized.,Fractures,"Thrown, fell, or jumped from animal being ridden",YES,human
OSHA-20181212408,"While using a glass sheet cutting machine, an employee suffered a compound fracture and a partial amputation of the left ring finger.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2017088077,"An employee was operating a forklift while his right hand was outside of the driving compartment. He drove near a dumpster and his hand became caught between the forklift and the dumpster, causing a soft tissue crush injury to his right hand between the index finger and the thumb.",Crushing injuries,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,YES,weak
OSHA-2023043410,"An employee was clearing a jam on a machine when his right middle finger was pulled in by a running belt, resulting in the finger being crushed. The finger required surgery and was partially amputated. The machine was not guarded at the time of the incident.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2020109471,An employee's right arm was caught in the mast of a forklift when the forks were lowered resulting in a forearm injury.,"Soreness, pain, hurt-nonspecified injury",Struck by swinging part of powered vehicle,YES,weak
OSHA-20161110587,"An employee was moving an A-frame across a loading dock when a drain tipped over and fell. The employee was trapped between the wall and the falling material, breaking his leg.",Fractures,"Struck by falling object or equipment, n.e.c.",YES,weak
